Event,Remark,Protocols,event_type,count_rows
ABCESS,LF,NA,unknown,50
ABCESS,LF CRONI,NA,unknown,2
ABCESS,LFRF,NA,unknown,4
ABCESS,LFRF ABC,NA,unknown,1
ABCESS,LR,NA,unknown,47
ABCESS,LRLF,NA,unknown,1
ABCESS,LRRR,NA,unknown,1
ABCESS,NALGAS,NA,unknown,1
ABCESS,PESCUSO,NA,unknown,1
ABCESS,RF,NA,unknown,78
ABCESS,RF CRONC,NA,unknown,2
ABCESS,RFLF,NA,unknown,1
ABCESS,RR,NA,unknown,52
ABCESS,RR CRONI,NA,unknown,1
ABCESS,RRRF,NA,unknown,1
ABCESS,NA,NA,unknown,1
ABORT,10 DAYS,NA,repro,1
ABORT,10.9.25,NA,repro,2
ABORT,100 DAYS,NA,repro,1
ABORT,102 DAYS,NA,repro,2
ABORT,103 DAYS,NA,repro,1
ABORT,104 DAYS,NA,repro,1
ABORT,105 DAYS,NA,repro,2
ABORT,106 DAYS,NA,repro,7
ABORT,107 DAYS,NA,repro,1
ABORT,108 DAYS,NA,repro,1
ABORT,109 DAYS,NA,repro,2
ABORT,11 DAYS,NA,repro,1
ABORT,110 DAYS,NA,repro,1
ABORT,111 DAYS,NA,repro,2
ABORT,113 DAYS,NA,repro,4
ABORT,116 DAYS,NA,repro,1
ABORT,117 DAYS,NA,repro,1
ABORT,118 DAYS,NA,repro,1
ABORT,119 DAYS,NA,repro,2
ABORT,12 DAYS,NA,repro,1
ABORT,120 DAYS,NA,repro,2
ABORT,122,NA,repro,1
ABORT,122 DAYS,NA,repro,3
ABORT,126 DAYS,NA,repro,1
ABORT,127 DAYS,NA,repro,2
ABORT,131 DAYS,NA,repro,3
ABORT,137 DAYS,NA,repro,1
ABORT,138 DAYS,NA,repro,2
ABORT,139 DAYS,NA,repro,2
ABORT,140 DAYS,NA,repro,3
ABORT,141 DAYS,NA,repro,40
ABORT,142 DAYS,NA,repro,1
ABORT,143 DAYS,NA,repro,3
ABORT,144 DAYS,NA,repro,3
ABORT,145 DAYS,NA,repro,4
ABORT,146 DAYS,NA,repro,5
ABORT,147 DAYS,NA,repro,7
ABORT,148 DAYS,NA,repro,5
ABORT,149 DAYS,NA,repro,2
ABORT,15 DAYS,NA,repro,4
ABORT,150 DAYS,NA,repro,3
ABORT,151 DAYS,NA,repro,5
ABORT,152 DAYS,NA,repro,2
ABORT,153 DAYS,NA,repro,2
ABORT,154 DAYS,NA,repro,1
ABORT,155 DAYS,NA,repro,1
ABORT,158 DAYS,NA,repro,1
ABORT,159 DAYS,NA,repro,1
ABORT,16 DAYS,NA,repro,1
ABORT,162 DAYS,NA,repro,2
ABORT,164 DAYS,NA,repro,1
ABORT,165 DAYS,NA,repro,1
ABORT,166 DAYS,NA,repro,1
ABORT,167 DAYS,NA,repro,2
ABORT,168 DAYS,NA,repro,2
ABORT,17 DAYS,NA,repro,1
ABORT,170 DAYS,NA,repro,2
ABORT,172 DAYS,NA,repro,1
ABORT,173 DAYS,NA,repro,2
ABORT,175 DAYS,NA,repro,1
ABORT,176 DAYS,NA,repro,1
ABORT,179 DAYS,NA,repro,2
ABORT,18 DAYS,NA,repro,5
ABORT,180 DAYS,NA,repro,2
ABORT,183 DAYS,NA,repro,1
ABORT,184 DAYS,NA,repro,1
ABORT,185 DAYS,NA,repro,3
ABORT,186 DAYS,NA,repro,1
ABORT,187 DAYS,NA,repro,1
ABORT,19 DAYS,NA,repro,1
ABORT,190 DAYS,NA,repro,3
ABORT,191 DAYS,NA,repro,2
ABORT,192 DAYS,NA,repro,2
ABORT,193 DAYS,NA,repro,3
ABORT,194 DAYS,NA,repro,4
ABORT,197 DAYS,NA,repro,1
ABORT,198 DAYS,NA,repro,2
ABORT,199 DAYS,NA,repro,1
ABORT,20 DAYS,NA,repro,6
ABORT,201 DAYS,NA,repro,4
ABORT,202 DAYS,NA,repro,3
ABORT,203 DAYS,NA,repro,1
ABORT,205 DAYS,NA,repro,1
ABORT,206 DAYS,NA,repro,3
ABORT,207 DAYS,NA,repro,1
ABORT,208 DAYS,NA,repro,4
ABORT,209 DAYS,NA,repro,2
ABORT,21 DAYS,NA,repro,1
ABORT,210 DAYS,NA,repro,4
ABORT,211 DAYS,NA,repro,1
ABORT,212 DAYS,NA,repro,1
ABORT,214 DAYS,NA,repro,5
ABORT,216 DAYS,NA,repro,2
ABORT,218 DAYS,NA,repro,2
ABORT,219 DAYS,NA,repro,1
ABORT,22 DAYS,NA,repro,9
ABORT,220 DAYS,NA,repro,6
ABORT,221 DAYS,NA,repro,2
ABORT,222 DAYS,NA,repro,10
ABORT,223 DAYS,NA,repro,17
ABORT,224 DAYS,NA,repro,3
ABORT,225 DAYS,NA,repro,5
ABORT,226 DAYS,NA,repro,1
ABORT,228 DAYS,NA,repro,3
ABORT,229 DAYS,NA,repro,4
ABORT,23 DAYS,NA,repro,3
ABORT,230 DAYS,NA,repro,7
ABORT,231 DAYS,NA,repro,2
ABORT,233 DAYS,NA,repro,2
ABORT,234 DAYS,NA,repro,2
ABORT,23470 DA,NA,repro,1
ABORT,235 DAYS,NA,repro,6
ABORT,237 DAYS,NA,repro,4
ABORT,238 DAYS,NA,repro,2
ABORT,239 DAYS,NA,repro,6
ABORT,24 DAYS,NA,repro,4
ABORT,240 DAYS,NA,repro,13
ABORT,241 DAYS,NA,repro,6
ABORT,242 DAYS,NA,repro,2
ABORT,243 DAYS,NA,repro,2
ABORT,244 DAYS,NA,repro,6
ABORT,245 DAYS,NA,repro,4
ABORT,246 DAYS,NA,repro,2
ABORT,247 DAYS,NA,repro,6
ABORT,248 DAYS,NA,repro,2
ABORT,249 DAYS,NA,repro,2
ABORT,25 DAYS,NA,repro,1
ABORT,250 DAYS,NA,repro,6
ABORT,251 DAYS,NA,repro,6
ABORT,252 DAYS,NA,repro,2
ABORT,253 DAYS,NA,repro,4
ABORT,255 DAYS,NA,repro,4
ABORT,257 DAYS,NA,repro,6
ABORT,259 DAYS,NA,repro,2
ABORT,26 DAYS,NA,repro,5
ABORT,260 DAYS,NA,repro,3
ABORT,264 DAYS,NA,repro,2
ABORT,265 DAYS,NA,repro,1
ABORT,266 DAYS,NA,repro,4
ABORT,268 DAYS,NA,repro,2
ABORT,269 DAYS,NA,repro,2
ABORT,27 DAYS,NA,repro,3
ABORT,271 DAYS,NA,repro,1
ABORT,277 DAYS,NA,repro,3
ABORT,28 DAYS,NA,repro,6
ABORT,282 DAYS,NA,repro,2
ABORT,285 DAYS,NA,repro,1
ABORT,29 DAYS,NA,repro,12
ABORT,290 DAYS,NA,repro,2
ABORT,292 DAYS,NA,repro,4
ABORT,295 DAYS,NA,repro,1
ABORT,299 DAYS,NA,repro,1
ABORT,30,NA,repro,2
ABORT,30 DAYS,NA,repro,6
ABORT,300 DAYS,NA,repro,1
ABORT,31 DAYS,NA,repro,5
ABORT,317 DAYS,NA,repro,1
ABORT,319 DAYS,NA,repro,2
ABORT,32 DAYS,NA,repro,4
ABORT,33 DAYS,NA,repro,7
ABORT,335 DAYS,NA,repro,1
ABORT,34 DAYS,NA,repro,5
ABORT,35 DAYS,NA,repro,6
ABORT,36 DAYS,NA,repro,37
ABORT,37 DAYS,NA,repro,6
ABORT,38 DAYS,NA,repro,6
ABORT,39 DAYS,NA,repro,1
ABORT,40 DAYS,NA,repro,6
ABORT,41 DAYS,NA,repro,8
ABORT,42 DAYS,NA,repro,16
ABORT,43 DAYS,NA,repro,23
ABORT,44 DAYS,NA,repro,7
ABORT,45 DAYS,NA,repro,7
ABORT,46 DAYS,NA,repro,6
ABORT,47 DAYS,NA,repro,7
ABORT,48 DAYS,NA,repro,6
ABORT,49 DAYS,NA,repro,8
ABORT,50 DAYS,NA,repro,15
ABORT,51 DAYS,NA,repro,6
ABORT,52 DAYS,NA,repro,5
ABORT,53 DAYS,NA,repro,6
ABORT,54 DAYS,NA,repro,7
ABORT,55 DAYS,NA,repro,8
ABORT,56 DAYS,NA,repro,8
ABORT,57 DAYS,NA,repro,17
ABORT,58 DAYS,NA,repro,4
ABORT,59 DAYS,NA,repro,10
ABORT,60 DAYS,NA,repro,2
ABORT,61 DAYS,NA,repro,4
ABORT,62 DAYS,NA,repro,3
ABORT,63 DAYS,NA,repro,4
ABORT,64 DAYS,NA,repro,15
ABORT,65 DAYS,NA,repro,4
ABORT,66 DAYS,NA,repro,5
ABORT,67 DAYS,NA,repro,5
ABORT,68 DAYS,NA,repro,5
ABORT,69 DAYS,NA,repro,6
ABORT,70 DAYS,NA,repro,5
ABORT,71 DAYS,NA,repro,12
ABORT,72 DAYS,NA,repro,3
ABORT,73 DAYS,NA,repro,2
ABORT,74 DAYS,NA,repro,1
ABORT,76 DAYS,NA,repro,4
ABORT,77 DAYS,NA,repro,6
ABORT,78 DAYS,NA,repro,9
ABORT,79 DAYS,NA,repro,5
ABORT,80 DAYS,NA,repro,4
ABORT,81 DAYS,NA,repro,2
ABORT,82 DAYS,NA,repro,1
ABORT,83 DAYS,NA,repro,1
ABORT,84 DAYS,NA,repro,5
ABORT,85 DAYS,NA,repro,10
ABORT,86 DAYS,NA,repro,1
ABORT,87 DAYS,NA,repro,4
ABORT,88 DAYS,NA,repro,1
ABORT,89 DAYS,NA,repro,3
ABORT,9 DAYS,NA,repro,1
ABORT,91 DAYS,NA,repro,3
ABORT,92 DAYS,NA,repro,10
ABORT,93 DAYS,NA,repro,1
ABORT,94 DAYS,NA,repro,2
ABORT,95 DAYS,NA,repro,2
ABORT,97 DAYS,NA,repro,3
ABORT,98 DAYS,NA,repro,6
ABORT,99 DAYS,NA,repro,9
ABORT,BEEF,NA,repro,58
ABORT,BRED,NA,repro,2
ABORT,DNB,NA,repro,147
ABORT,FAT,NA,repro,1
ABORT,HEAT,NA,repro,2
ABORT,L2,NA,repro,7
ABORT,OPEN,NA,repro,1
ABORT,TWINS,NA,repro,3
ABORT,WASBRED,NA,repro,49
APOYO,CAL1.1,Bovicalc.PO,unknown,127
APOYO,FLU1.15,BANAMINE.IV,unknown,5
APOYO,YMCP1.5,YMCP.PO,unknown,412
APOYO,NA,NA,unknown,1
BLOODY,AL,NA,health,1
BLOODY,ALL,NA,health,71
BLOODY,LF,NA,health,30
BLOODY,LFLR,NA,health,1
BLOODY,LFRF,NA,health,4
BLOODY,LR,NA,health,133
BLOODY,LRLF,NA,health,2
BLOODY,LRRR,NA,health,9
BLOODY,RF,NA,health,36
BLOODY,RR,NA,health,167
BLOODY,RRRF,NA,health,9
BLOODY,TT,NA,health,1
BLOODY,NA,NA,health,3
BORN,AC,NA,phase_parameter,20
BORN,AC-DOA,NA,phase_parameter,1
BORN,AK,NA,phase_parameter,1
BORN,AL,NA,phase_parameter,3496
BORN,AL-DOA,NA,phase_parameter,29
BORN,AL-DT,NA,phase_parameter,1
BORN,AL;,NA,phase_parameter,12
BORN,ALO,NA,phase_parameter,1
BORN,C,NA,phase_parameter,1
BORN,CR,NA,phase_parameter,695
BORN,CR-DOA,NA,phase_parameter,9
BORN,CR-GV,NA,phase_parameter,1
BORN,D,NA,phase_parameter,2
BORN,DANIELLE,NA,phase_parameter,1
BORN,DN,NA,phase_parameter,1
BORN,DT,NA,phase_parameter,429
BORN,DT-AL,NA,phase_parameter,1
BORN,DT-DOA,NA,phase_parameter,3
BORN,DT-GV,NA,phase_parameter,4
BORN,EP,NA,phase_parameter,3
BORN,FP,NA,phase_parameter,129
BORN,FP-DOA,NA,phase_parameter,1
BORN,FP[,NA,phase_parameter,1
BORN,G,NA,phase_parameter,1
BORN,GG,NA,phase_parameter,1
BORN,GM,NA,phase_parameter,86
BORN,GM-DOA,NA,phase_parameter,1
BORN,GV,NA,phase_parameter,2209
BORN,GV-DOA,NA,phase_parameter,19
BORN,L,NA,phase_parameter,1
BORN,L8I,NA,phase_parameter,1
BORN,LI,NA,phase_parameter,578
BORN,LI-DOA,NA,phase_parameter,3
BORN,LIU,NA,phase_parameter,1
BORN,M,NA,phase_parameter,3
BORN,MG,NA,phase_parameter,768
BORN,MG-DOA,NA,phase_parameter,8
BORN,MGH,NA,phase_parameter,1
BORN,ML,NA,phase_parameter,12
BORN,MNG,NA,phase_parameter,1
BORN,NF,NA,phase_parameter,1
BORN,QAL,NA,phase_parameter,2
BORN,RS,NA,phase_parameter,1
BORN,SL,NA,phase_parameter,203
BORN,SL-DOA,NA,phase_parameter,1
BORN,TM,NA,phase_parameter,23
BORN,VET,NA,phase_parameter,1
BORN,NA,NA,phase_parameter,8926
BRED,151A1698,NA,repro,8
BRED,151AN1616,NA,repro,1125
BRED,151AN1698,NA,repro,2320
BRED,151AN1733,NA,repro,6210
BRED,151AN1734,NA,repro,491
BRED,151AN1762,NA,repro,2478
BRED,151AN1833,NA,repro,1003
BRED,253MO7289,NA,repro,1
BRED,501H16540,NA,repro,10
BRED,501H16828,NA,repro,1
BRED,501H16881,NA,repro,1
BRED,501H17109,NA,repro,12
BRED,501H17130,NA,repro,1
BRED,507H17418,NA,repro,3
BRED,51H44588,NA,repro,1
BRED,551AN1474,NA,repro,1
BRED,551AN1520,NA,repro,20
BRED,551AN1615,NA,repro,5
BRED,551H3665,NA,repro,1
BRED,551H3741,NA,repro,6
BRED,551H3841,NA,repro,11
BRED,551H4224,NA,repro,315
BRED,551H4251,NA,repro,31
BRED,551H4254,NA,repro,7
BRED,551H4267,NA,repro,507
BRED,551H4305,NA,repro,18
BRED,551H4375,NA,repro,20
BRED,551H4468,NA,repro,75
BRED,551H4588,NA,repro,214
BRED,551H4654,NA,repro,1068
BRED,551H4703,NA,repro,1442
BRED,551H4803,NA,repro,4
BRED,551H4822,NA,repro,144
BRED,551H4827,NA,repro,3
BRED,551H4905,NA,repro,1621
BRED,551H4907,NA,repro,26
BRED,551H4944,NA,repro,59
BRED,551H5241,NA,repro,1314
BRED,551H5371,NA,repro,92
BRED,551H5455,NA,repro,1430
BRED,551H5462,NA,repro,581
BRED,551H5467,NA,repro,362
BRED,551H5599,NA,repro,857
BRED,551H5857,NA,repro,1
BRED,551H5875,NA,repro,414
BRED,551H6095,NA,repro,981
BRED,551H6151,NA,repro,2
BRED,551H6193,NA,repro,8
BRED,551H6214,NA,repro,505
BRED,551H6387,NA,repro,71
BRED,551J1762,NA,repro,4
BRED,596H10250,NA,repro,37
BRED,BEEF,NA,repro,1
BRED,BULL,NA,repro,30
BULLPEN,NA,NA,repro,1
CALFVAC,NA,NA,vac,3964
CALVINJ,FLU1.15,NA,unknown,2
CALVINJ,PEN4BAN2,PENG BAN,unknown,30
CHECK,2QUARTER,NA,repro,1
CHECK,2TEAT,NA,repro,1
CHECK,2TEATER,NA,repro,1
CHECK,ABO,NA,repro,1
CHECK,ABORT,NA,repro,147
CHECK,ABOY,NA,repro,1
CHECK,ADH,NA,repro,1
CHECK,AI,NA,repro,1
CHECK,BADFEET,NA,repro,1
CHECK,BLIND,NA,repro,2
CHECK,BREED,NA,repro,3
CHECK,BULL,NA,repro,4
CHECK,CANCER,NA,repro,3
CHECK,CANCREYE,NA,repro,1
CHECK,CHRONIC,NA,repro,4
CHECK,CROSS,NA,repro,1
CHECK,CYB,NA,repro,5
CHECK,CYL,NA,repro,60
CHECK,CYR,NA,repro,113
CHECK,CYSTIC,NA,repro,1
CHECK,DADDEAD,NA,repro,1
CHECK,DEAD,NA,repro,37
CHECK,DIGESTIV,NA,repro,1
CHECK,DNB,NA,repro,9
CHECK,DNB?,NA,repro,1
CHECK,EDEMALUT,NA,repro,2
CHECK,EID,NA,repro,2
CHECK,EYE WART,NA,repro,1
CHECK,F30,NA,repro,1
CHECK,F40,NA,repro,12
CHECK,F40LUT,NA,repro,3
CHECK,F50,NA,repro,8
CHECK,F50LUT,NA,repro,1
CHECK,F60,NA,repro,3
CHECK,F70,NA,repro,2
CHECK,F90,NA,repro,1
CHECK,FACE INJ,NA,repro,1
CHECK,FL40,NA,repro,4
CHECK,FLEMART,NA,repro,1
CHECK,FRNTSHOL,NA,repro,1
CHECK,GNM$,NA,repro,1
CHECK,HEAT,NA,repro,4
CHECK,HORNS,NA,repro,2
CHECK,IA,NA,repro,10
CHECK,INJ,NA,repro,2
CHECK,INJ-CUT,NA,repro,1
CHECK,INJBACK,NA,repro,1
CHECK,MASS,NA,repro,1
CHECK,MAST,NA,repro,1
CHECK,MOMJ,NA,repro,1
CHECK,NO HEAT,NA,repro,1
CHECK,NOTREA,NA,repro,1
CHECK,NOTREAT,NA,repro,1
CHECK,PAYO,NA,repro,3
CHECK,PG?,NA,repro,10
CHECK,PG?HEAT,NA,repro,2
CHECK,PINK EYE,NA,repro,1
CHECK,PINKEYE,NA,repro,3
CHECK,PP30,NA,repro,1
CHECK,RIGHTEYE,NA,repro,1
CHECK,SALE,NA,repro,1
CHECK,SALE?,NA,repro,2
CHECK,SCAR,NA,repro,1
CHECK,SCARS,NA,repro,7
CHECK,SCART,NA,repro,2
CHECK,SCCENUC?,NA,repro,1
CHECK,SELL,NA,repro,1
CHECK,SELLCRON,NA,repro,1
CHECK,SHLDRINJ,NA,repro,1
CHECK,SOMAHIGH,NA,repro,1
CHECK,SUCKER,NA,repro,1
CHECK,SWALNJAW,NA,repro,1
CHECK,TRIPLE,NA,repro,1
CHECK,UDDER,NA,repro,3
CHECK,NA,NA,repro,1279
COMMENT,LO,NA,unknown,1
COMMENT,LOW,NA,unknown,431
COMMENT,NA,NA,unknown,418
CULL,SYSNOHEA,NA,management,1
CULTURE,ALL,S.AUREUS,health,149
CULTURE,ALL3,S.AUREUS,health,1
CULTURE,C/LF,Clinical,health,9
CULTURE,C/LR,Clinical,health,3
CULTURE,C/LR,NA,health,1
CULTURE,C/RF,Clinical,health,8
CULTURE,C/RR,Clinical,health,11
CULTURE,E/C/LR,Clinical,health,1
CULTURE,E/C/LR,NA,health,1
CULTURE,E/C/RF,Clinical,health,3
CULTURE,E/LF,Clinical,health,70
CULTURE,E/LF,NA,health,9
CULTURE,E/LR,Clinical,health,75
CULTURE,E/LR,NA,health,16
CULTURE,E/RF,Clinical,health,48
CULTURE,E/RF,NA,health,9
CULTURE,E/RR,Clinical,health,67
CULTURE,E/RR,NA,health,16
CULTURE,K/I/LF,Clinical,health,2
CULTURE,K/I/LF,NA,health,1
CULTURE,K/I/LR,Clinical,health,3
CULTURE,K/I/RF,Clinical,health,2
CULTURE,K/I/RR,Clinical,health,3
CULTURE,L/LF,Clinical,health,68
CULTURE,L/LR,Clinical,health,74
CULTURE,L/RF,Clinical,health,47
CULTURE,L/RR,Clinical,health,63
CULTURE,LR,Clinical,health,1
CULTURE,N/A,NA,health,12
CULTURE,N/LF,Clinical,health,67
CULTURE,N/LF,NA,health,11
CULTURE,N/LR,Clinical,health,64
CULTURE,N/LR,NA,health,18
CULTURE,N/RF,Clinical,health,49
CULTURE,N/RF,NA,health,1
CULTURE,N/RR,Clinical,health,56
CULTURE,N/RR,NA,health,10
CULTURE,R/LF,Clinical,health,3
